Temperatura do ar ambiente,Rotação do motor - RPM,Carga calculada do motor,Ajuste de combustível de longo prazo - Banco 1,Temperatura do ar admitido - ACT,Temperatura do líquido de arrefecimento do motor - CTS,Ajuste de combustível de curto prazo - Banco 1,"Sonda lambda - Banco 1, sensor 2",Pressão barométrica,Tensão do módulo,Posição relativa da borboleta - TPS,Posição absoluta da borboleta - TPS,Posição absoluta da borboleta - Sensor B,"Sonda lambda - Banco 1, sensor 1","Ajuste de combustível de curto prazo - Banco 1, sensor 1",Pressão no coletor de admissão - MAP,Estado do sistema de combustível,Carga absoluta do motor,Nº de falhas na memória,Altitude
32 °C,663 rpm,21 %,0 %,48 °C,90 °C,-2 %,0.19 V,970 mbar,14.15 V,0 %,11 %,11 %,0.68 V,-2 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,649 rpm,21 %,0 %,48 °C,90 °C,-3 %,0.19 V,970 mbar,14.05 V,0 %,11 %,11 %,0.68 V,-4 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,656 rpm,21 %,0 %,48 °C,90 °C,-2 %,0.18 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,-2 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,663 rpm,21 %,0 %,48 °C,90 °C,-2 %,0.18 V,970 mbar,14.15 V,0 %,11 %,11 %,0.57 V,-1 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,663 rpm,20 %,0 %,48 °C,90 °C,-3 %,0.19 V,970 mbar,14.15 V,0 %,11 %,11 %,0.72 V,-3 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,657 rpm,20 %,0 %,48 °C,90 °C,-4 %,0.19 V,970 mbar,14.24 V,0 %,11 %,11 %,0.51 V,-4 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,655 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.18 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,655 rpm,20 %,0 %,48 °C,90 °C,-1 %,0.19 V,970 mbar,14.15 V,0 %,11 %,11 %,0.25 V,-1 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,655 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.19 V,970 mbar,13.96 V,0 %,11 %,11 %,0.70 V,-3 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,48 °C,90 °C,-3 %,0.18 V,970 mbar,14.15 V,0 %,11 %,11 %,0.67 V,-4 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.18 V,970 mbar,14.15 V,0 %,11 %,11 %,0.11 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.18 V,970 mbar,14.15 V,0 %,11 %,11 %,0.16 V,-1 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,653 rpm,20 %,0 %,48 °C,90 °C,-1 %,0.19 V,970 mbar,14.05 V,0 %,11 %,11 %,0.68 V,-2 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,48 °C,90 °C,-3 %,0.19 V,970 mbar,14.15 V,0 %,11 %,11 %,0.68 V,-3 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,48 °C,90 °C,-4 %,0.18 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,666 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.19 V,970 mbar,14.15 V,0 %,11 %,11 %,0.17 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,663 rpm,20 %,0 %,48 °C,90 °C,-1 %,0.19 V,970 mbar,14.15 V,0 %,11 %,11 %,0.67 V,-2 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,48 °C,90 °C,-3 %,0.18 V,970 mbar,14.05 V,0 %,11 %,11 %,0.64 V,-3 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.18 V,970 mbar,14.05 V,0 %,11 %,11 %,0.10 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,657 rpm,20 %,0 %,48 °C,90 °C,-1 %,0.19 V,970 mbar,14.15 V,0 %,11 %,11 %,0.29 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.19 V,970 mbar,14.15 V,0 %,11 %,11 %,0.72 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,20 %,0 %,48 °C,90 °C,-3 %,0.21 V,970 mbar,14.15 V,0 %,11 %,11 %,0.66 V,-3 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.22 V,970 mbar,14.15 V,0 %,11 %,11 %,0.09 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,665 rpm,20 %,0 %,48 °C,90 °C,-1 %,0.20 V,970 mbar,14.15 V,0 %,11 %,11 %,0.11 V,-1 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,48 °C,90 °C,0 %,0.20 V,970 mbar,14.05 V,0 %,11 %,11 %,0.66 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.19 V,970 mbar,13.96 V,0 %,11 %,11 %,0.73 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.22 V,970 mbar,14.15 V,0 %,11 %,11 %,0.70 V,-3 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,656 rpm,20 %,0 %,48 °C,90 °C,-3 %,0.25 V,970 mbar,14.05 V,0 %,11 %,11 %,0.54 V,-4 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,665 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.24 V,970 mbar,14.15 V,0 %,11 %,11 %,0.09 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,20 %,0 %,48 °C,90 °C,-1 %,0.22 V,970 mbar,14.05 V,0 %,11 %,11 %,0.10 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,20 %,0 %,48 °C,90 °C,0 %,0.22 V,970 mbar,13.96 V,0 %,11 %,11 %,0.22 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,663 rpm,20 %,0 %,48 °C,90 °C,1 %,0.22 V,970 mbar,13.96 V,0 %,11 %,11 %,0.72 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,663 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.22 V,970 mbar,14.05 V,0 %,11 %,11 %,0.72 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,48 °C,90 °C,-3 %,0.29 V,970 mbar,14.15 V,0 %,11 %,11 %,0.58 V,-3 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.32 V,970 mbar,14.24 V,0 %,11 %,11 %,0.10 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,48 °C,90 °C,0 %,0.30 V,970 mbar,14.05 V,0 %,11 %,11 %,0.13 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,48 °C,90 °C,1 %,0.27 V,970 mbar,14.15 V,0 %,11 %,11 %,0.67 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,653 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.24 V,970 mbar,14.15 V,0 %,11 %,11 %,0.72 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,19 %,0 %,48 °C,90 °C,-2 %,0.32 V,970 mbar,14.24 V,0 %,11 %,11 %,0.68 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.39 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,48 °C,90 °C,-1 %,0.37 V,970 mbar,14.05 V,0 %,11 %,11 %,0.11 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,655 rpm,20 %,0 %,48 °C,90 °C,1 %,0.36 V,970 mbar,14.05 V,0 %,11 %,11 %,0.66 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.34 V,970 mbar,14.05 V,0 %,11 %,11 %,0.72 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,653 rpm,19 %,0 %,48 °C,90 °C,-2 %,0.46 V,970 mbar,14.15 V,0 %,11 %,11 %,0.41 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,20 %,0 %,48 °C,90 °C,-1 %,0.43 V,970 mbar,14.15 V,0 %,11 %,11 %,0.11 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,657 rpm,20 %,0 %,48 °C,90 °C,0 %,0.39 V,970 mbar,14.15 V,0 %,11 %,11 %,0.67 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,48 °C,90 °C,-2 %,0.38 V,970 mbar,14.05 V,0 %,11 %,11 %,0.65 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,20 %,0 %,48 °C,90 °C,-1 %,0.36 V,970 mbar,13.96 V,0 %,11 %,11 %,0.09 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,48 °C,90 °C,0 %,0.35 V,970 mbar,14.05 V,0 %,11 %,11 %,0.24 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,19 %,0 %,48 °C,90 °C,-1 %,0.35 V,970 mbar,14.15 V,0 %,11 %,11 %,0.71 V,-2 %,280 mbar,Malha fechada null,15 %,0 null,177 m
32 °C,656 rpm,18 %,0 %,48 °C,90 °C,-2 %,0.51 V,970 mbar,14.05 V,0 %,11 %,11 %,0.71 V,-2 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,656 rpm,19 %,0 %,48 °C,90 °C,-3 %,0.56 V,970 mbar,14.05 V,0 %,11 %,11 %,0.11 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,48 °C,90 °C,-1 %,0.50 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,668 rpm,20 %,0 %,48 °C,90 °C,0 %,0.46 V,970 mbar,14.05 V,0 %,11 %,11 %,0.12 V,1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,19 %,0 %,48 °C,90 °C,2 %,0.45 V,970 mbar,14.05 V,0 %,11 %,11 %,0.70 V,-1 %,290 mbar,Malha fechada null,15 %,0 null,177 m
32 °C,658 rpm,19 %,0 %,48 °C,90 °C,-2 %,0.48 V,970 mbar,14.15 V,0 %,11 %,11 %,0.71 V,-2 %,290 mbar,Malha fechada null,15 %,0 null,177 m
32 °C,656 rpm,19 %,0 %,48 °C,90 °C,-2 %,0.55 V,970 mbar,14.15 V,0 %,11 %,11 %,0.30 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,665 rpm,20 %,0 %,48 °C,90 °C,0 %,0.49 V,970 mbar,14.24 V,0 %,11 %,11 %,0.09 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,652 rpm,20 %,0 %,48 °C,89 °C,1 %,0.48 V,970 mbar,14.15 V,0 %,11 %,11 %,0.12 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,20 %,0 %,48 °C,90 °C,2 %,0.47 V,970 mbar,14.05 V,0 %,11 %,11 %,0.70 V,-1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,19 %,0 %,48 °C,90 °C,-1 %,0.47 V,970 mbar,14.05 V,0 %,11 %,11 %,0.72 V,-2 %,290 mbar,Malha fechada null,15 %,0 null,177 m
32 °C,660 rpm,19 %,0 %,48 °C,89 °C,-2 %,0.55 V,970 mbar,14.15 V,0 %,11 %,11 %,0.54 V,-2 %,290 mbar,Malha fechada null,15 %,0 null,177 m
32 °C,655 rpm,19 %,0 %,48 °C,90 °C,0 %,0.51 V,970 mbar,14.15 V,0 %,11 %,11 %,0.11 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,20 %,0 %,48 °C,88 °C,1 %,0.47 V,970 mbar,14.15 V,0 %,11 %,11 %,0.60 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,657 rpm,20 %,0 %,48 °C,89 °C,-1 %,0.45 V,970 mbar,14.15 V,0 %,11 %,11 %,0.69 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,19 %,0 %,48 °C,90 °C,-2 %,0.46 V,970 mbar,14.15 V,0 %,11 %,11 %,0.31 V,0 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,663 rpm,19 %,0 %,48 °C,89 °C,0 %,0.45 V,970 mbar,14.15 V,0 %,11 %,11 %,0.11 V,1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,19 %,0 %,48 °C,88 °C,1 %,0.44 V,970 mbar,14.15 V,0 %,11 %,11 %,0.68 V,-1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,19 %,0 %,48 °C,89 °C,-1 %,0.47 V,970 mbar,14.05 V,0 %,11 %,11 %,0.68 V,-2 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,19 %,0 %,48 °C,88 °C,-2 %,0.52 V,970 mbar,14.24 V,0 %,11 %,11 %,0.10 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,668 rpm,20 %,0 %,48 °C,88 °C,1 %,0.47 V,970 mbar,14.15 V,0 %,11 %,11 %,0.11 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,667 rpm,20 %,0 %,48 °C,88 °C,2 %,0.46 V,970 mbar,14.15 V,0 %,11 %,11 %,0.69 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,20 %,0 %,48 °C,88 °C,-1 %,0.46 V,970 mbar,14.05 V,0 %,11 %,11 %,0.68 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,19 %,0 %,48 °C,88 °C,-2 %,0.49 V,970 mbar,14.05 V,0 %,11 %,11 %,0.26 V,0 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,663 rpm,19 %,0 %,48 °C,88 °C,1 %,0.47 V,970 mbar,14.15 V,0 %,11 %,11 %,0.11 V,1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,656 rpm,19 %,0 %,48 °C,88 °C,1 %,0.47 V,970 mbar,14.15 V,0 %,11 %,11 %,0.68 V,-1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,19 %,0 %,48 °C,88 °C,-2 %,0.51 V,970 mbar,14.15 V,0 %,11 %,11 %,0.39 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,656 rpm,20 %,0 %,48 °C,88 °C,1 %,0.49 V,970 mbar,14.15 V,0 %,11 %,11 %,0.11 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,48 °C,88 °C,2 %,0.47 V,970 mbar,14.15 V,0 %,11 %,11 %,0.65 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,657 rpm,19 %,0 %,48 °C,88 °C,-1 %,0.48 V,970 mbar,14.15 V,0 %,11 %,11 %,0.70 V,-1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,19 %,0 %,48 °C,88 °C,-2 %,0.54 V,970 mbar,14.15 V,0 %,11 %,11 %,0.14 V,0 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,655 rpm,19 %,0 %,48 °C,88 °C,1 %,0.50 V,970 mbar,14.15 V,0 %,11 %,11 %,0.39 V,2 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,19 %,0 %,48 °C,88 °C,-1 %,0.49 V,970 mbar,13.96 V,0 %,11 %,11 %,0.69 V,-1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,19 %,0 %,48 °C,88 °C,-2 %,0.52 V,970 mbar,14.05 V,0 %,11 %,11 %,0.10 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,668 rpm,19 %,0 %,48 °C,88 °C,1 %,0.48 V,970 mbar,14.05 V,0 %,11 %,11 %,0.11 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,663 rpm,20 %,0 %,48 °C,88 °C,2 %,0.49 V,970 mbar,14.15 V,0 %,11 %,11 %,0.69 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,48 °C,88 °C,-1 %,0.51 V,970 mbar,14.05 V,0 %,11 %,11 %,0.71 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,19 %,0 %,48 °C,88 °C,-2 %,0.55 V,970 mbar,14.05 V,0 %,11 %,11 %,0.54 V,-2 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,19 %,0 %,48 °C,88 °C,0 %,0.52 V,970 mbar,14.05 V,0 %,11 %,11 %,0.10 V,0 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,19 %,0 %,48 °C,88 °C,1 %,0.50 V,970 mbar,14.05 V,0 %,11 %,11 %,0.18 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,48 °C,88 °C,-1 %,0.49 V,970 mbar,14.05 V,0 %,11 %,11 %,0.68 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,48 °C,88 °C,-2 %,0.49 V,970 mbar,13.96 V,0 %,11 %,11 %,0.25 V,0 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,656 rpm,19 %,0 %,48 °C,88 °C,1 %,0.48 V,970 mbar,14.05 V,0 %,11 %,11 %,0.12 V,1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,19 %,0 %,48 °C,88 °C,2 %,0.48 V,970 mbar,14.15 V,0 %,11 %,11 %,0.69 V,-1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,654 rpm,19 %,0 %,48 °C,88 °C,-1 %,0.53 V,970 mbar,14.15 V,0 %,11 %,11 %,0.69 V,-2 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,19 %,0 %,48 °C,88 °C,-2 %,0.54 V,970 mbar,14.05 V,1 %,11 %,11 %,0.10 V,0 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,20 %,0 %,48 °C,88 °C,1 %,0.50 V,970 mbar,14.05 V,0 %,11 %,11 %,0.10 V,1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,19 %,0 %,48 °C,88 °C,2 %,0.49 V,970 mbar,14.05 V,0 %,11 %,11 %,0.68 V,-1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,19 %,0 %,48 °C,88 °C,-1 %,0.49 V,970 mbar,14.15 V,0 %,11 %,11 %,0.68 V,-2 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,19 %,0 %,48 °C,88 °C,0 %,0.52 V,970 mbar,14.15 V,0 %,11 %,11 %,0.11 V,1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,19 %,0 %,48 °C,88 °C,1 %,0.49 V,970 mbar,14.15 V,0 %,11 %,11 %,0.22 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,663 rpm,19 %,0 %,48 °C,88 °C,-1 %,0.48 V,970 mbar,14.05 V,0 %,11 %,11 %,0.70 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,48 °C,88 °C,-2 %,0.52 V,970 mbar,14.24 V,9 %,19 %,19 %,0.82 V,-2 %,700 mbar,Malha fechada null,51 %,0 null,177 m
32 °C,1825 rpm,42 %,0 %,48 °C,88 °C,0 %,0.04 V,970 mbar,14.15 V,5 %,15 %,15 %,0.80 V,2 %,280 mbar,Malha fechada null,15 %,0 null,177 m
32 °C,2459 rpm,14 %,0 %,48 °C,88 °C,-2 %,0.31 V,970 mbar,14.15 V,17 %,28 %,28 %,0.03 V,3 %,700 mbar,Malha fechada null,38 %,0 null,177 m
32 °C,3677 rpm,13 %,0 %,48 °C,88 °C,2 %,0.76 V,970 mbar,14.15 V,4 %,15 %,15 %,0.06 V,5 %,250 mbar,Malha fechada null,25 %,0 null,177 m
32 °C,3187 rpm,76 %,0 %,48 °C,88 °C,9 %,0.82 V,970 mbar,14.05 V,5 %,16 %,15 %,0.87 V,5 %,130 mbar,Malha fechada null,9 %,0 null,177 m
32 °C,3685 rpm,9 %,0 %,48 °C,88 °C,0 %,0.74 V,970 mbar,14.05 V,9 %,20 %,28 %,0.04 V,2 %,630 mbar,Malha fechada null,45 %,0 null,177 m
32 °C,4304 rpm,14 %,0 %,48 °C,87 °C,0 %,0.76 V,970 mbar,14.05 V,4 %,15 %,15 %,0.02 V,3 %,160 mbar,Malha fechada null,9 %,0 null,177 m
32 °C,3199 rpm,10 %,0 %,48 °C,87 °C,5 %,0.61 V,970 mbar,14.15 V,3 %,14 %,14 %,0.05 V,5 %,180 mbar,Malha fechada null,11 %,0 null,177 m
32 °C,2571 rpm,13 %,0 %,48 °C,87 °C,7 %,0.30 V,970 mbar,14.15 V,5 %,15 %,15 %,0.09 V,9 %,220 mbar,Malha fechada null,15 %,0 null,177 m
32 °C,2488 rpm,24 %,0 %,48 °C,87 °C,5 %,0.56 V,970 mbar,14.05 V,20 %,31 %,22 %,0.83 V,11 %,390 mbar,Malha fechada null,22 %,0 null,177 m
32 °C,3937 rpm,11 %,0 %,48 °C,87 °C,6 %,0.79 V,970 mbar,13.96 V,7 %,18 %,18 %,0.06 V,10 %,480 mbar,Malha fechada null,44 %,0 null,177 m
32 °C,4034 rpm,59 %,0 %,48 °C,88 °C,9 %,0.85 V,970 mbar,14.15 V,5 %,16 %,15 %,0.23 V,8 %,150 mbar,Malha fechada null,9 %,0 null,177 m
32 °C,3648 rpm,12 %,0 %,48 °C,88 °C,11 %,0.75 V,970 mbar,14.15 V,16 %,31 %,31 %,0.85 V,8 %,310 mbar,Malha fechada null,14 %,0 null,177 m
32 °C,4428 rpm,9 %,0 %,48 °C,88 °C,5 %,0.80 V,970 mbar,14.15 V,4 %,15 %,15 %,0.04 V,8 %,190 mbar,Malha fechada null,15 %,0 null,177 m
32 °C,3512 rpm,50 %,0 %,48 °C,88 °C,11 %,0.77 V,970 mbar,14.15 V,11 %,16 %,15 %,0.88 V,9 %,130 mbar,Malha fechada null,9 %,0 null,177 m
32 °C,3942 rpm,9 %,0 %,48 °C,88 °C,0 %,0.77 V,970 mbar,14.15 V,6 %,17 %,16 %,0.00 V,0 %,240 mbar,Malha aberta - condição de codução null,14 %,0 null,177 m
32 °C,2750 rpm,16 %,0 %,48 °C,88 °C,0 %,0.00 V,970 mbar,14.15 V,4 %,15 %,14 %,0.00 V,0 %,240 mbar,Malha aberta - condição de codução null,15 %,0 null,177 m
32 °C,1709 rpm,18 %,0 %,48 °C,88 °C,0 %,0.00 V,970 mbar,14.15 V,2 %,12 %,12 %,0.01 V,0 %,210 mbar,Malha aberta - condição de codução null,13 %,0 null,177 m
32 °C,1326 rpm,15 %,0 %,48 °C,88 °C,0 %,0.03 V,970 mbar,14.15 V,2 %,12 %,12 %,0.82 V,0 %,240 mbar,Malha aberta - condição de codução null,15 %,0 null,177 m
32 °C,1079 rpm,18 %,0 %,48 °C,89 °C,0 %,0.06 V,970 mbar,14.05 V,1 %,12 %,12 %,0.85 V,0 %,270 mbar,Malha aberta - condição de codução null,16 %,0 null,177 m
32 °C,931 rpm,20 %,0 %,48 °C,89 °C,0 %,0.08 V,970 mbar,14.05 V,1 %,12 %,11 %,0.83 V,0 %,290 mbar,Malha aberta - condição de codução null,16 %,0 null,177 m
32 °C,823 rpm,20 %,0 %,48 °C,90 °C,0 %,0.13 V,970 mbar,14.15 V,1 %,12 %,11 %,0.82 V,0 %,320 mbar,Malha aberta - condição de codução null,18 %,0 null,177 m
32 °C,736 rpm,22 %,0 %,48 °C,90 °C,-1 %,0.62 V,970 mbar,14.15 V,1 %,11 %,11 %,0.80 V,-2 %,330 mbar,Malha fechada null,18 %,0 null,177 m
32 °C,680 rpm,22 %,0 %,48 °C,90 °C,-2 %,0.54 V,970 mbar,14.05 V,1 %,11 %,11 %,0.72 V,-2 %,340 mbar,Malha fechada null,19 %,0 null,177 m
32 °C,666 rpm,23 %,0 %,48 °C,90 °C,-3 %,0.27 V,970 mbar,14.24 V,0 %,11 %,11 %,0.69 V,-3 %,330 mbar,Malha fechada null,18 %,0 null,177 m
32 °C,667 rpm,22 %,0 %,48 °C,90 °C,-4 %,0.14 V,970 mbar,14.15 V,1 %,11 %,11 %,0.19 V,-2 %,340 mbar,Malha fechada null,18 %,0 null,177 m
32 °C,667 rpm,23 %,0 %,48 °C,90 °C,-2 %,0.14 V,970 mbar,14.24 V,1 %,11 %,11 %,0.10 V,-2 %,340 mbar,Malha fechada null,18 %,0 null,177 m
32 °C,663 rpm,22 %,0 %,48 °C,90 °C,-1 %,0.14 V,970 mbar,14.15 V,0 %,11 %,11 %,0.71 V,-2 %,320 mbar,Malha fechada null,18 %,0 null,177 m
32 °C,663 rpm,22 %,0 %,48 °C,90 °C,-3 %,0.17 V,970 mbar,14.05 V,0 %,11 %,11 %,0.73 V,-3 %,320 mbar,Malha fechada null,18 %,0 null,177 m
32 °C,660 rpm,22 %,0 %,48 °C,90 °C,-4 %,0.18 V,970 mbar,14.15 V,0 %,11 %,11 %,0.69 V,-4 %,320 mbar,Malha fechada null,18 %,0 null,177 m
32 °C,659 rpm,22 %,0 %,48 °C,90 °C,-3 %,0.15 V,970 mbar,14.05 V,0 %,11 %,11 %,0.09 V,-2 %,320 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,664 rpm,21 %,0 %,48 °C,90 °C,-2 %,0.16 V,970 mbar,14.15 V,0 %,11 %,11 %,0.15 V,-2 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,664 rpm,21 %,0 %,48 °C,90 °C,-3 %,0.15 V,970 mbar,14.15 V,0 %,11 %,11 %,0.69 V,-4 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,657 rpm,20 %,0 %,48 °C,90 °C,-4 %,0.15 V,970 mbar,14.15 V,1 %,11 %,11 %,0.10 V,-2 %,320 mbar,Malha fechada null,17 %,0 null,177 m
