"Sonda lambda - Banco 1, sensor 1","Ajuste de combustível de curto prazo - Banco 1, sensor 1","Sonda lambda - Banco 1, sensor 2",Pressão barométrica,Estado do sistema de combustível,Carga calculada do motor,Temperatura do líquido de arrefecimento do motor - CTS,Ajuste de combustível de curto prazo - Banco 1,Ajuste de combustível de longo prazo - Banco 1,Pressão no coletor de admissão - MAP,Tensão do módulo,Rotação do motor - RPM,Carga absoluta do motor,Posição relativa da borboleta - TPS,Temperatura do ar admitido - ACT,Temperatura do ar ambiente,Posição absoluta da borboleta - Sensor B,Posição absoluta da borboleta - TPS,Nº de falhas na memória,Altitude
0.11 V,1 %,0.08 V,,,22 %,95 °C,,,,,664 rpm,,,,,,,,2 m
0.12 V,2 %,0.08 V,,,22 %,95 °C,,,,,656 rpm,,,,,,,,2 m
0.20 V,2 %,0.09 V,,,22 %,95 °C,,,,,668 rpm,,,,,,,,2 m
0.67 V,2 %,0.10 V,,,22 %,95 °C,,,,,656 rpm,,,,,,,,2 m
0.70 V,2 %,0.12 V,,,22 %,95 °C,,,,,656 rpm,,,,,,,,2 m
0.72 V,2 %,0.26 V,,,22 %,94 °C,,,,,663 rpm,,,,,,,,2 m
0.75 V,2 %,0.66 V,,,22 %,95 °C,,,,,668 rpm,,,,,,,,2 m
0.77 V,2 %,0.70 V,,,22 %,95 °C,,,,,671 rpm,,,,,,,,2 m
0.77 V,2 %,0.71 V,,,22 %,95 °C,,,,,661 rpm,,,,,,,,2 m
0.77 V,0 %,0.72 V,,,22 %,95 °C,,,,,650 rpm,,,,,,,,2 m
0.77 V,0 %,0.74 V,,,22 %,95 °C,,,,,653 rpm,,,,,,,,2 m
0.78 V,0 %,0.74 V,,,22 %,95 °C,,,,,665 rpm,,,,,,,,2 m
0.77 V,-1 %,0.74 V,,,22 %,95 °C,,,,,664 rpm,,,,,,,,2 m
0.77 V,-1 %,0.74 V,,,22 %,95 °C,,,,,644 rpm,,,,,,,,2 m
0.77 V,-1 %,0.73 V,,,22 %,95 °C,,,,,646 rpm,,,,,,,,2 m
0.77 V,-2 %,0.71 V,,,22 %,95 °C,,,,,666 rpm,,,,,,,,2 m
0.76 V,-2 %,0.69 V,,,22 %,95 °C,,,,,670 rpm,,,,,,,,2 m
0.76 V,-2 %,0.67 V,,,22 %,95 °C,,,,,645 rpm,,,,,,,,2 m
0.73 V,-2 %,0.64 V,,,22 %,95 °C,,,,,657 rpm,,,,,,,,2 m
0.72 V,-2 %,0.57 V,,,22 %,95 °C,,,,,672 rpm,,,,,,,,2 m
0.70 V,-3 %,0.35 V,,,22 %,95 °C,,,,,658 rpm,,,,,,,,2 m
0.67 V,-3 %,0.09 V,,,23 %,94 °C,,,,,639 rpm,,,,,,,,2 m
0.63 V,-3 %,0.08 V,,,23 %,95 °C,,,,,669 rpm,,,,,,,,2 m
0.60 V,-4 %,0.07 V,,,23 %,95 °C,,,,,682 rpm,,,,,,,,2 m
0.46 V,-4 %,0.07 V,,,23 %,95 °C,,,,,663 rpm,,,,,,,,2 m
0.14 V,-2 %,0.07 V,,,23 %,95 °C,,,,,625 rpm,,,,,,,,2 m
0.09 V,-2 %,0.06 V,,,23 %,95 °C,,,,,664 rpm,,,,,,,,2 m
0.09 V,-2 %,0.06 V,,,23 %,95 °C,,,,,637 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,95 °C,,,,,654 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,95 °C,,,,,674 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,95 °C,,,,,665 rpm,,,,,,,,2 m
0.08 V,0 %,0.06 V,,,23 %,95 °C,,,,,660 rpm,,,,,,,,2 m
0.08 V,0 %,0.06 V,,,22 %,95 °C,,,,,666 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,22 %,95 °C,,,,,659 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,22 %,95 °C,,,,,655 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,22 %,95 °C,,,,,656 rpm,,,,,,,,2 m
0.10 V,1 %,0.08 V,,,22 %,95 °C,,,,,676 rpm,,,,,,,,2 m
0.12 V,2 %,0.09 V,,,22 %,95 °C,,,,,665 rpm,,,,,,,,2 m
0.16 V,2 %,0.10 V,,,22 %,95 °C,,,,,647 rpm,,,,,,,,2 m
0.63 V,2 %,0.11 V,,,22 %,95 °C,,,,,674 rpm,,,,,,,,2 m
0.70 V,2 %,0.36 V,,,23 %,95 °C,,,,,663 rpm,,,,,,,,2 m
0.73 V,2 %,0.67 V,,,22 %,95 °C,,,,,643 rpm,,,,,,,,2 m
0.76 V,2 %,0.72 V,,,22 %,95 °C,,,,,661 rpm,,,,,,,,2 m
0.77 V,2 %,0.74 V,,,22 %,95 °C,,,,,672 rpm,,,,,,,,2 m
0.78 V,2 %,0.75 V,,,22 %,95 °C,,,,,663 rpm,,,,,,,,2 m
0.78 V,2 %,0.76 V,,,22 %,95 °C,,,,,654 rpm,,,,,,,,2 m
0.78 V,0 %,0.75 V,,,22 %,95 °C,,,,,667 rpm,,,,,,,,2 m
0.78 V,0 %,0.75 V,,,22 %,95 °C,,,,,656 rpm,,,,,,,,2 m
0.78 V,-1 %,0.76 V,,,22 %,95 °C,,,,,645 rpm,,,,,,,,2 m
0.78 V,-1 %,0.76 V,,,22 %,95 °C,,,,,655 rpm,,,,,,,,2 m
0.77 V,-1 %,0.75 V,,,22 %,95 °C,,,,,668 rpm,,,,,,,,2 m
0.77 V,-2 %,0.74 V,,,22 %,95 °C,,,,,670 rpm,,,,,,,,2 m
0.77 V,-2 %,0.74 V,,,22 %,95 °C,,,,,653 rpm,,,,,,,,2 m
0.76 V,-2 %,0.72 V,,,22 %,95 °C,,,,,655 rpm,,,,,,,,2 m
0.76 V,-2 %,0.71 V,,,22 %,96 °C,,,,,669 rpm,,,,,,,,2 m
0.74 V,-2 %,0.70 V,,,22 %,95 °C,,,,,650 rpm,,,,,,,,2 m
0.73 V,-2 %,0.67 V,,,22 %,95 °C,,,,,652 rpm,,,,,,,,2 m
0.72 V,-2 %,0.65 V,,,22 %,95 °C,,,,,656 rpm,,,,,,,,2 m
0.70 V,-3 %,0.60 V,,,22 %,95 °C,,,,,666 rpm,,,,,,,,2 m
0.69 V,-3 %,0.50 V,,,22 %,95 °C,,,,,658 rpm,,,,,,,,2 m
0.68 V,-3 %,0.27 V,,,22 %,96 °C,,,,,671 rpm,,,,,,,,2 m
0.63 V,-4 %,0.09 V,,,22 %,95 °C,,,,,667 rpm,,,,,,,,2 m
0.57 V,-4 %,0.08 V,,,22 %,95 °C,,,,,635 rpm,,,,,,,,2 m
0.27 V,-2 %,0.07 V,,,22 %,95 °C,,,,,664 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,23 %,95 °C,,,,,671 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,23 %,96 °C,,,,,646 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,22 %,95 °C,,,,,654 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,22 %,96 °C,,,,,667 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,22 %,95 °C,,,,,676 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,95 °C,,,,,671 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,95 °C,,,,,643 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,95 °C,,,,,668 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,22 %,95 °C,,,,,665 rpm,,,,,,,,2 m
0.09 V,1 %,0.08 V,,,22 %,95 °C,,,,,664 rpm,,,,,,,,2 m
0.10 V,1 %,0.08 V,,,22 %,96 °C,,,,,651 rpm,,,,,,,,2 m
0.13 V,2 %,0.09 V,,,22 %,95 °C,,,,,667 rpm,,,,,,,,2 m
0.44 V,2 %,0.09 V,,,22 %,96 °C,,,,,676 rpm,,,,,,,,2 m
0.68 V,2 %,0.09 V,,,22 %,95 °C,,,,,664 rpm,,,,,,,,2 m
0.71 V,2 %,0.11 V,,,22 %,96 °C,,,,,636 rpm,,,,,,,,2 m
0.73 V,2 %,0.41 V,,,22 %,96 °C,,,,,661 rpm,,,,,,,,2 m
0.73 V,2 %,0.64 V,,,22 %,96 °C,,,,,675 rpm,,,,,,,,2 m
0.74 V,2 %,0.66 V,,,22 %,95 °C,,,,,648 rpm,,,,,,,,2 m
0.76 V,2 %,0.67 V,,,22 %,96 °C,,,,,641 rpm,,,,,,,,2 m
0.76 V,0 %,0.67 V,,,23 %,96 °C,,,,,671 rpm,,,,,,,,2 m
0.77 V,-1 %,0.68 V,,,23 %,95 °C,,,,,676 rpm,,,,,,,,2 m
0.77 V,-1 %,0.68 V,,,24 %,96 °C,,,,,664 rpm,,,,,,,,2 m
0.77 V,-1 %,0.68 V,,,24 %,95 °C,,,,,659 rpm,,,,,,,,2 m
0.76 V,-2 %,0.67 V,,,23 %,96 °C,,,,,667 rpm,,,,,,,,2 m
0.76 V,-2 %,0.66 V,,,22 %,95 °C,,,,,662 rpm,,,,,,,,2 m
0.75 V,-2 %,0.60 V,,,22 %,96 °C,,,,,668 rpm,,,,,,,,2 m
0.73 V,-2 %,0.31 V,,,22 %,95 °C,,,,,668 rpm,,,,,,,,2 m
0.69 V,-2 %,0.09 V,,,22 %,96 °C,,,,,647 rpm,,,,,,,,2 m
0.66 V,-2 %,0.08 V,,,22 %,95 °C,,,,,642 rpm,,,,,,,,2 m
0.65 V,-3 %,0.08 V,,,22 %,95 °C,,,,,668 rpm,,,,,,,,2 m
0.61 V,-3 %,0.08 V,,,22 %,96 °C,,,,,660 rpm,,,,,,,,2 m
0.62 V,-3 %,0.08 V,,,22 %,95 °C,,,,,660 rpm,,,,,,,,2 m
0.58 V,-4 %,0.07 V,,,23 %,96 °C,,,,,641 rpm,,,,,,,,2 m
0.32 V,-2 %,0.07 V,,,23 %,96 °C,,,,,659 rpm,,,,,,,,2 m
0.11 V,-2 %,0.07 V,,,22 %,96 °C,,,,,669 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,22 %,96 °C,,,,,663 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,22 %,95 °C,,,,,669 rpm,,,,,,,,2 m
0.08 V,-1 %,0.07 V,,,22 %,95 °C,,,,,661 rpm,,,,,,,,2 m
0.08 V,-1 %,0.07 V,,,22 %,96 °C,,,,,669 rpm,,,,,,,,2 m
0.08 V,-1 %,0.07 V,,,22 %,96 °C,,,,,664 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,22 %,96 °C,,,,,654 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,95 °C,,,,,665 rpm,,,,,,,,2 m
0.09 V,0 %,0.08 V,,,22 %,96 °C,,,,,673 rpm,,,,,,,,2 m
0.11 V,0 %,0.08 V,,,22 %,95 °C,,,,,662 rpm,,,,,,,,2 m
0.13 V,1 %,0.09 V,,,22 %,95 °C,,,,,644 rpm,,,,,,,,2 m
0.26 V,1 %,0.10 V,,,22 %,96 °C,,,,,658 rpm,,,,,,,,2 m
0.65 V,1 %,0.10 V,,,22 %,96 °C,,,,,666 rpm,,,,,,,,2 m
0.69 V,1 %,0.13 V,,,22 %,96 °C,,,,,650 rpm,,,,,,,,2 m
0.71 V,1 %,0.44 V,,,22 %,96 °C,,,,,651 rpm,,,,,,,,2 m
0.72 V,1 %,0.64 V,,,23 %,96 °C,,,,,663 rpm,,,,,,,,2 m
0.73 V,1 %,0.66 V,,,22 %,96 °C,,,,,654 rpm,,,,,,,,2 m
0.76 V,1 %,0.67 V,,,22 %,96 °C,,,,,644 rpm,,,,,,,,2 m
0.77 V,-1 %,0.68 V,,,22 %,96 °C,,,,,656 rpm,,,,,,,,2 m
0.76 V,-1 %,0.68 V,,,22 %,95 °C,,,,,667 rpm,,,,,,,,2 m
0.76 V,-2 %,0.67 V,,,22 %,96 °C,,,,,669 rpm,,,,,,,,2 m
0.76 V,-2 %,0.67 V,,,22 %,96 °C,,,,,646 rpm,,,,,,,,2 m
0.75 V,-2 %,0.64 V,,,22 %,96 °C,,,,,663 rpm,,,,,,,,2 m
0.74 V,-2 %,0.61 V,,,22 %,96 °C,,,,,671 rpm,,,,,,,,2 m
0.71 V,-2 %,0.56 V,,,22 %,96 °C,,,,,667 rpm,,,,,,,,2 m
0.69 V,-2 %,0.23 V,,,22 %,96 °C,,,,,653 rpm,,,,,,,,2 m
0.68 V,-3 %,0.11 V,,,22 %,96 °C,,,,,641 rpm,,,,,,,,2 m
0.67 V,-3 %,0.09 V,,,23 %,96 °C,,,,,660 rpm,,,,,,,,2 m
0.62 V,-3 %,0.09 V,,,23 %,96 °C,,,,,666 rpm,,,,,,,,2 m
0.58 V,-4 %,0.08 V,,,23 %,96 °C,,,,,661 rpm,,,,,,,,2 m
0.39 V,-2 %,0.07 V,,,23 %,96 °C,,,,,671 rpm,,,,,,,,2 m
0.11 V,-2 %,0.07 V,,,22 %,96 °C,,,,,662 rpm,,,,,,,,2 m
0.09 V,-2 %,0.06 V,,,22 %,96 °C,,,,,657 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,22 %,96 °C,,,,,655 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,22 %,96 °C,,,,,652 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,22 %,96 °C,,,,,672 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,22 %,96 °C,,,,,673 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,96 °C,,,,,657 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,96 °C,,,,,643 rpm,,,,,,,,2 m
0.10 V,0 %,0.07 V,,,22 %,96 °C,,,,,664 rpm,,,,,,,,2 m
0.11 V,1 %,0.08 V,,,22 %,96 °C,,,,,680 rpm,,,,,,,,2 m
0.12 V,1 %,0.08 V,,,22 %,96 °C,,,,,675 rpm,,,,,,,,2 m
0.35 V,2 %,0.09 V,,,22 %,96 °C,,,,,653 rpm,,,,,,,,2 m
0.68 V,2 %,0.10 V,,,23 %,96 °C,,,,,678 rpm,,,,,,,,2 m
0.68 V,2 %,0.09 V,,,25 %,96 °C,,,,,673 rpm,,,,,,,,2 m
0.73 V,2 %,0.13 V,,,25 %,96 °C,,,,,666 rpm,,,,,,,,2 m
0.77 V,2 %,0.68 V,,,24 %,96 °C,,,,,664 rpm,,,,,,,,2 m
0.78 V,2 %,0.72 V,,,24 %,96 °C,,,,,668 rpm,,,,,,,,2 m
0.79 V,2 %,0.73 V,,,24 %,96 °C,,,,,667 rpm,,,,,,,,2 m
0.79 V,-1 %,0.74 V,,,23 %,96 °C,,,,,654 rpm,,,,,,,,2 m
0.78 V,-1 %,0.73 V,,,23 %,96 °C,,,,,657 rpm,,,,,,,,2 m
0.78 V,-1 %,0.72 V,,,23 %,96 °C,,,,,665 rpm,,,,,,,,2 m
0.77 V,-2 %,0.70 V,,,23 %,96 °C,,,,,662 rpm,,,,,,,,2 m
0.75 V,-2 %,0.67 V,,,23 %,96 °C,,,,,663 rpm,,,,,,,,2 m
0.74 V,-2 %,0.60 V,,,23 %,96 °C,,,,,653 rpm,,,,,,,,2 m
0.72 V,-2 %,0.54 V,,,23 %,96 °C,,,,,658 rpm,,,,,,,,2 m
0.71 V,-2 %,0.25 V,,,23 %,96 °C,,,,,657 rpm,,,,,,,,2 m
0.69 V,-3 %,0.09 V,,,23 %,96 °C,,,,,658 rpm,,,,,,,,2 m
0.67 V,-3 %,0.08 V,,,23 %,96 °C,,,,,656 rpm,,,,,,,,2 m
0.66 V,-3 %,0.08 V,,,23 %,96 °C,,,,,663 rpm,,,,,,,,2 m
0.63 V,-4 %,0.07 V,,,23 %,96 °C,,,,,665 rpm,,,,,,,,2 m
0.51 V,-4 %,0.07 V,,,23 %,96 °C,,,,,656 rpm,,,,,,,,2 m
0.12 V,-2 %,0.07 V,,,23 %,96 °C,,,,,660 rpm,,,,,,,,2 m
0.09 V,-2 %,0.06 V,,,23 %,96 °C,,,,,666 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,23 %,96 °C,,,,,664 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,23 %,96 °C,,,,,642 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,96 °C,,,,,666 rpm,,,,,,,,2 m
0.08 V,-1 %,0.07 V,,,23 %,96 °C,,,,,674 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,23 %,96 °C,,,,,668 rpm,,,,,,,,2 m
0.10 V,0 %,0.07 V,,,23 %,96 °C,,,,,660 rpm,,,,,,,,2 m
0.12 V,0 %,0.08 V,,,23 %,96 °C,,,,,662 rpm,,,,,,,,2 m
0.23 V,1 %,0.08 V,,,23 %,96 °C,,,,,662 rpm,,,,,,,,2 m
0.66 V,1 %,0.08 V,,,23 %,96 °C,,,,,654 rpm,,,,,,,,2 m
0.68 V,1 %,0.09 V,,,23 %,96 °C,,,,,657 rpm,,,,,,,,2 m
0.69 V,1 %,0.10 V,,,23 %,96 °C,,,,,662 rpm,,,,,,,,2 m
0.71 V,1 %,0.11 V,,,23 %,96 °C,,,,,654 rpm,,,,,,,,2 m
0.72 V,1 %,0.14 V,,,23 %,96 °C,,,,,667 rpm,,,,,,,,2 m
0.73 V,1 %,0.37 V,,,23 %,96 °C,,,,,660 rpm,,,,,,,,2 m
0.74 V,-2 %,0.64 V,,,23 %,96 °C,,,,,656 rpm,,,,,,,,2 m
0.74 V,-2 %,0.65 V,,,23 %,96 °C,,,,,659 rpm,,,,,,,,2 m
0.75 V,-2 %,0.65 V,,,23 %,96 °C,,,,,661 rpm,,,,,,,,2 m
0.75 V,-2 %,0.65 V,,,23 %,96 °C,,,,,650 rpm,,,,,,,,2 m
0.75 V,-2 %,0.63 V,,,23 %,96 °C,,,,,655 rpm,,,,,,,,2 m
0.73 V,-2 %,0.50 V,,,23 %,96 °C,,,,,659 rpm,,,,,,,,2 m
0.71 V,-3 %,0.10 V,,,23 %,96 °C,,,,,662 rpm,,,,,,,,2 m
0.69 V,-3 %,0.08 V,,,23 %,96 °C,,,,,657 rpm,,,,,,,,2 m
0.67 V,-4 %,0.08 V,,,23 %,96 °C,,,,,660 rpm,,,,,,,,2 m
0.66 V,-4 %,0.08 V,,,23 %,96 °C,,,,,658 rpm,,,,,,,,2 m
0.62 V,-4 %,0.07 V,,,23 %,96 °C,,,,,658 rpm,,,,,,,,2 m
0.59 V,-5 %,0.07 V,,,23 %,96 °C,,,,,667 rpm,,,,,,,,2 m
0.37 V,-3 %,0.07 V,,,23 %,96 °C,,,,,668 rpm,,,,,,,,2 m
0.10 V,-2 %,0.07 V,,,23 %,96 °C,,,,,665 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,23 %,96 °C,,,,,662 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,23 %,96 °C,,,,,646 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,23 %,96 °C,,,,,668 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,23 %,96 °C,,,,,668 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,23 %,96 °C,,,,,648 rpm,,,,,,,,2 m
0.08 V,-1 %,0.07 V,,,23 %,96 °C,,,,,659 rpm,,,,,,,,2 m
0.08 V,-1 %,0.07 V,,,23 %,96 °C,,,,,665 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,23 %,96 °C,,,,,670 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,23 %,96 °C,,,,,670 rpm,,,,,,,,2 m
0.10 V,0 %,0.07 V,,,23 %,96 °C,,,,,662 rpm,,,,,,,,2 m
0.11 V,1 %,0.07 V,,,23 %,96 °C,,,,,644 rpm,,,,,,,,2 m
0.28 V,1 %,0.08 V,,,23 %,96 °C,,,,,669 rpm,,,,,,,,2 m
0.68 V,1 %,0.09 V,,,23 %,96 °C,,,,,664 rpm,,,,,,,,2 m
0.70 V,1 %,0.09 V,,,23 %,96 °C,,,,,662 rpm,,,,,,,,2 m
0.70 V,1 %,0.11 V,,,23 %,96 °C,,,,,659 rpm,,,,,,,,2 m
0.71 V,1 %,0.17 V,,,23 %,96 °C,,,,,666 rpm,,,,,,,,2 m
0.73 V,1 %,0.47 V,,,23 %,96 °C,,,,,654 rpm,,,,,,,,2 m
0.74 V,1 %,0.63 V,,,23 %,96 °C,,,,,655 rpm,,,,,,,,2 m
0.74 V,-1 %,0.66 V,,,23 %,96 °C,,,,,657 rpm,,,,,,,,2 m
0.75 V,-1 %,0.67 V,,,23 %,96 °C,,,,,664 rpm,,,,,,,,2 m
0.76 V,-2 %,0.67 V,,,23 %,96 °C,,,,,656 rpm,,,,,,,,2 m
0.76 V,-2 %,0.67 V,,,23 %,96 °C,,,,,661 rpm,,,,,,,,2 m
0.76 V,-2 %,0.66 V,,,23 %,96 °C,,,,,656 rpm,,,,,,,,2 m
0.74 V,-2 %,0.64 V,,,23 %,96 °C,,,,,662 rpm,,,,,,,,2 m
0.73 V,-2 %,0.55 V,,,23 %,96 °C,,,,,662 rpm,,,,,,,,2 m
0.72 V,-3 %,0.31 V,,,23 %,96 °C,,,,,647 rpm,,,,,,,,2 m
0.69 V,-3 %,0.10 V,,,23 %,96 °C,,,,,656 rpm,,,,,,,,2 m
0.64 V,-3 %,0.08 V,,,23 %,96 °C,,,,,668 rpm,,,,,,,,2 m
0.61 V,-4 %,0.07 V,,,23 %,96 °C,,,,,657 rpm,,,,,,,,2 m
0.43 V,-4 %,0.07 V,,,23 %,96 °C,,,,,658 rpm,,,,,,,,2 m
0.12 V,-2 %,0.07 V,,,23 %,96 °C,,,,,661 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,23 %,96 °C,,,,,670 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,23 %,96 °C,,,,,654 rpm,,,,,,,,2 m
0.09 V,-1 %,0.06 V,,,23 %,96 °C,,,,,654 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,23 %,96 °C,,,,,660 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,23 %,96 °C,,,,,659 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,23 %,96 °C,,,,,660 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,23 %,96 °C,,,,,665 rpm,,,,,,,,2 m
0.11 V,0 %,0.08 V,,,23 %,96 °C,,,,,656 rpm,,,,,,,,2 m
0.11 V,1 %,0.08 V,,,23 %,96 °C,,,,,665 rpm,,,,,,,,2 m
0.13 V,1 %,0.08 V,,,23 %,96 °C,,,,,667 rpm,,,,,,,,2 m
0.18 V,2 %,0.08 V,,,23 %,96 °C,,,,,661 rpm,,,,,,,,2 m
0.68 V,2 %,0.09 V,,,23 %,96 °C,,,,,664 rpm,,,,,,,,2 m
0.69 V,2 %,0.10 V,,,23 %,96 °C,,,,,663 rpm,,,,,,,,2 m
0.70 V,2 %,0.11 V,,,23 %,96 °C,,,,,666 rpm,,,,,,,,2 m
0.71 V,2 %,0.13 V,,,23 %,96 °C,,,,,665 rpm,,,,,,,,2 m
0.72 V,2 %,0.23 V,,,23 %,96 °C,,,,,655 rpm,,,,,,,,2 m
0.73 V,2 %,0.62 V,,,23 %,96 °C,,,,,654 rpm,,,,,,,,2 m
0.74 V,2 %,0.65 V,,,23 %,96 °C,,,,,659 rpm,,,,,,,,2 m
0.74 V,-1 %,0.66 V,,,23 %,96 °C,,,,,664 rpm,,,,,,,,2 m
0.74 V,-1 %,0.66 V,,,23 %,95 °C,,,,,659 rpm,,,,,,,,2 m
0.75 V,-2 %,0.66 V,,,23 %,95 °C,,,,,648 rpm,,,,,,,,2 m
0.75 V,-2 %,0.65 V,,,23 %,95 °C,,,,,663 rpm,,,,,,,,2 m
0.73 V,-2 %,0.60 V,,,23 %,96 °C,,,,,652 rpm,,,,,,,,2 m
0.73 V,-2 %,0.35 V,,,23 %,95 °C,,,,,639 rpm,,,,,,,,2 m
0.71 V,-2 %,0.10 V,,,23 %,95 °C,,,,,656 rpm,,,,,,,,2 m
0.68 V,-2 %,0.08 V,,,23 %,95 °C,,,,,661 rpm,,,,,,,,2 m
0.64 V,-3 %,0.08 V,,,23 %,95 °C,,,,,658 rpm,,,,,,,,2 m
0.56 V,-3 %,0.07 V,,,23 %,95 °C,,,,,663 rpm,,,,,,,,2 m
0.26 V,-2 %,0.07 V,,,23 %,95 °C,,,,,666 rpm,,,,,,,,2 m
0.11 V,-2 %,0.07 V,,,23 %,95 °C,,,,,666 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,23 %,95 °C,,,,,667 rpm,,,,,,,,2 m
0.08 V,-1 %,0.07 V,,,23 %,94 °C,,,,,660 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,95 °C,,,,,642 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,23 %,94 °C,,,,,659 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,23 %,94 °C,,,,,666 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,23 %,94 °C,,,,,661 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,23 %,94 °C,,,,,665 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,23 %,94 °C,,,,,652 rpm,,,,,,,,2 m
0.10 V,2 %,0.08 V,,,23 %,93 °C,,,,,664 rpm,,,,,,,,2 m
0.11 V,2 %,0.08 V,,,23 %,93 °C,,,,,672 rpm,,,,,,,,2 m
0.15 V,2 %,0.09 V,,,23 %,93 °C,,,,,655 rpm,,,,,,,,2 m
0.59 V,2 %,0.09 V,,,23 %,94 °C,,,,,659 rpm,,,,,,,,2 m
0.69 V,2 %,0.10 V,,,23 %,93 °C,,,,,664 rpm,,,,,,,,2 m
0.71 V,2 %,0.14 V,,,23 %,93 °C,,,,,669 rpm,,,,,,,,2 m
0.72 V,2 %,0.56 V,,,23 %,93 °C,,,,,651 rpm,,,,,,,,2 m
0.73 V,2 %,0.66 V,,,23 %,93 °C,,,,,663 rpm,,,,,,,,2 m
0.74 V,2 %,0.68 V,,,23 %,93 °C,,,,,662 rpm,,,,,,,,2 m
0.75 V,2 %,0.70 V,,,23 %,93 °C,,,,,659 rpm,,,,,,,,2 m
0.76 V,0 %,0.71 V,,,23 %,93 °C,,,,,643 rpm,,,,,,,,2 m
0.77 V,0 %,0.72 V,,,23 %,93 °C,,,,,651 rpm,,,,,,,,2 m
0.77 V,0 %,0.73 V,,,23 %,93 °C,,,,,666 rpm,,,,,,,,2 m
0.77 V,-1 %,0.72 V,,,23 %,93 °C,,,,,650 rpm,,,,,,,,2 m
0.77 V,-1 %,0.70 V,,,23 %,93 °C,,,,,648 rpm,,,,,,,,2 m
0.76 V,-1 %,0.68 V,,,23 %,93 °C,,,,,654 rpm,,,,,,,,2 m
0.75 V,-2 %,0.65 V,,,23 %,93 °C,,,,,662 rpm,,,,,,,,2 m
0.74 V,-2 %,0.62 V,,,23 %,93 °C,,,,,660 rpm,,,,,,,,2 m
0.73 V,-2 %,0.56 V,,,23 %,93 °C,,,,,657 rpm,,,,,,,,2 m
0.71 V,-2 %,0.26 V,,,23 %,93 °C,,,,,670 rpm,,,,,,,,2 m
0.68 V,-2 %,0.08 V,,,23 %,93 °C,,,,,665 rpm,,,,,,,,2 m
0.63 V,-3 %,0.08 V,,,23 %,92 °C,,,,,657 rpm,,,,,,,,2 m
